model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,number_of_owner,types,features,accessories,descriptions,category,status
Mercedes-Benz B-Class B180 Progressive,"$145,900","$16,950",13-Oct-2020,2020,"34,000 km (13.5k /yr)",$586 /yr,Auto,"$56,688","$32,751","$37,766","$37,852","1,332 cc",96.0 kW (128 bhp),"1,405 kg",1,Hatchback,"Features Metallic black color. C&C 10 yr warranty,cruise control, audio steering assist, keyless entry/ ignition, start/ stop button, front/ rear cam recorder. View specs of the Mercedes-Benz B-Class (2019)","Accessories Front large LED monitor with gps capabilities & reverse camera. Reverse sensors, key alarm, original 18"" alloy rims, dark grey leather upholstery.","Description C&C full servicing records and under warranty on this new model Mercedes B180 compact family orientated SUV with dark grey leather upholstery owned by 1 professional owner selling due to overseas posting. Extremely well kept condition, parked under shelter and 100% accident free. High loan/trade in available and pre purchase inspection welcome. Consignment unit hence viewing have to be arranged.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz AMG GT S,N.A,N.A,N.A.,Auto,N.A.,"$3,922 /yr","$122,232",N.A.,NA,New 10-yr COE,NA,"3,982 cc",NA,N.A.,NA,Sports Car,"Features AMG V8 bi-turbo, producing 515bhp, AMG speedshift DCT-7g. Sports transmission, torque 670nm, 0 to 100km/h in 3.8 secs, top speed 310kmh.","Accessories AMG ride control, AMG instrument cluster, AMG performance seats, AMG performance steering wheel, AMG rear axle limited-slip differential.","Description Comes with 5 years warranty, unregistered unit! A unit not to be missed! High and flexible loan available. Trade in welcome! Call now for an appointment!",Additional Imported Used Vehicle. Comes with new 10-yr COE.,"CategoryImported Used Vehicle, COE Car, Rare & Exotic, Low Mileage Car"
Toyota Raize 1.0A X,N.A,N.A,25-May-2021,2021,N.A.,$392 /yr,Auto,N.A.,"$17,493","$48,002","$5,000",996 cc,72.0 kW (96 bhp),970 kg,1,SUV,"Features Responsive and powerful 1.0L intercooled turbo charged engine, smooth CVT auto transmission, keyless entry, push start/stop engine, auto fold mirrors. View specs of the Toyota Raize (2020)","Accessories Sports Rims, Leather Seats, Android Player, Reverse Sensors/Camera, Retractable Side Mirrors, Solar Film.","Description Full loan $0 downpayment. 1 owner. Low mileage! Good Fuel economy 18.8km/L. In house loan or bank loan available! Fast, easy and flexible loan approval! Buy with confidence! Viewing and test drive available daily including weekend from 10a.m. To 7p.m.!","CategoryPARF Car, Premium Ad Car, Low Mileage Car",SOLD
Mercedes-Benz C-Class C180 Avantgarde Night Edition,"$173,800","$18,810",31-May-2021,2021,"27,456 km (14.6k /yr)",$684 /yr,Auto,"$81,228","$35,735","$61,190","$42,029","1,497 cc",115.0 kW (154 bhp),"1,520 kg",1,Luxury Sedan,Features Original Condition. View specs of the Mercedes-Benz C-Class Saloon (2018-2022),Accessories Factory Fitted Interior.,Description Excusive Night Edition! C&C Unit. Full Agent Service Since Day One With Track Record Supported By 3 Years Ongoing Agent Warranty Coverage Till 30 May 2024. Price Listed Are Final Inclusive Of GST. Flexible And Various Auto Financing Options Available At Competitive Rates. STA Evaluation Friendly For Additional Peace Of Mind.,"CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Honda Civic 1.6A VTi,"$77,800","$14,650",06-Dec-2017,2017,N.A.,$742 /yr,Auto,"$30,507","$19,726","$36,001","$19,726","1,597 cc",92.0 kW (123 bhp),"1,249 kg",2,Mid-Sized Sedan,"Features 1.6L I-VTEC Engine, 123 BHP, 5 Speed Automatic With Paddle Shifters/Eco Mode, ABS, Airbags, Auto Headlights/Rain Sensors, Keyless Entry/Start/Stop. View specs of the Honda Civic (2016-2021)","Accessories Sports Rims, Leather Seats, Factory Fitted Audio System, Reverse Sensors/Camera.","Description Stock Condition, Spacious Cabin And Boot, Smooth And Powerful Engine, Extremely Well-Maintained Like New, Don't Miss! Please Contact Directly To Salesperson For Appointment And Enquiry Before Coming To Avoid Disappointment! Hurry Up Now","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Lamborghini Huracan STO,"$1,390,000","$120,700",28-Jul-2022,2021,90 km,"$5,834 /yr",Auto,"$480,161","$314,832","$82,001","$538,698","5,204 cc",470.0 kW (630 bhp),"1,525 kg",1,Sports Car,"Features Powered by a 5.2l V10 naturally aspirated engine mated to a 7 speed transmission, producing 630bhp and 565nm of torque. 0-100 km/h in 3s. RWD. View specs of the Lamborghini Huracan STO (2014)","Accessories 20 inch forged wheels, carbon ceramic brakes, aluminium and carbon fibre chassis, magneto rheological suspension, lifting system, sports seats.","Description A supercar created with a singular purpose, the Huracan sto delivers all the feel and technology of a genuine race car in a road legal model with extreme aerodynamics, track honed handling dynamics, lightweight contents and the highest performing V10 engine. The overall effect is an immediate sense of racing excitement. Look no further for the ultimate Lamborghini you can buy today! Call us!","CategoryPARF Car, Rare & Exotic, Almost New Car, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz C-Class C180 Avantgarde,"$74,300","$24,430",03-Aug-2015,2015,"58,970 km (7.6k /yr)",$740 /yr,Auto,"$38,265","$35,294","$71,509","$36,412","1,595 cc",115.0 kW (154 bhp),"1,425 kg",1,Luxury Sedan,"Features 1.6L 4 cylinder inline turbocharged engine, 7G-tronic with paddle shifters, keyless go, agility selection, cruise control, auto start/stop function. View specs of the Mercedes-Benz C-Class Saloon (2014-2018)","Accessories Factory audio sound system with Bluetooth/AUX/USB, telephony, park assist, electric tailgate, ambient lighting, reverse camera/sensor, parktronic.","Description Fully Serviced and maintained by C&C. New Road tax. Wear and tear replaced with proven invoice. Absolutely zero repair needed for peaceful mind. Flexible loan available to suit all needs. Kindly call or WhatsApp our friendly advisor for a non obligated discussion, viewing and test drive. Workshop inspection and trade in welcome","CategoryPARF Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Hiace 3.0M DX,"$26,800","$13,400",17-Apr-2015,2015,N.A.,N.A.,Manual,"$9,640","$28,007","$48,198","$1,401","2,982 cc",2,"1,800 kg",2,Van,"Features 1 owner only, regular maintenance done. Very smooth engine and gearbox. Just done servicing and inspection. New road tax. 100% no repairs needed! View specs of the Toyota Hiace",Accessories Blackvue 24 hour recording camera + external pack battery. New leather seats for comfort. Original paintwork from day 1. 5 door panel van.,Description Good for short term usage. Price very reasonably. Condition very tip-top. Suitable for all kind of deliveries. All kinds of high loan available. Accept all kind of trade-in. Please kindly make an appointment with our friendly sales person to view and test-drive today at 1 Sunview road #01-45/46.,CategoryPremium Ad Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Suzuki Swift Sport 1.4M Turbo,"$125,800","$14,880",30-Dec-2020,2020,"13,500 km (5.9k /yr)",$610 /yr,Manual,"$51,380","$21,609","$45,012","$22,253","1,371 cc",103.0 kW (138 bhp),970 kg,1,Hatchback,Features 1.4L turbo charged direct injection Boosterjet engine. 6 speed manual. Traction control. 6 airbags. Keyless with push start.,Accessories 2 tone interior with sport seats. Android player with Bluetooth connect car play and reverse camera. LED headlight. Fold flat rear seats.,Description 1 owner. Original paint and guaranteed 100% accident free. Non modified and in original factory condition. Punchy drive with superb Low fuel consumption. Sleek 6 speed manual for the true enthusiast. Huge saving from new. 2years Warranty and servicing package provided. High loan/trade in/scrap welcome.,"CategoryPARF Car, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Jaguar F-PACE 3.0A V6 Supercharged Prestige,"$139,800","$26,760",13-Dec-2016,2016,"126,000 km (19.9k /yr)","$2,380 /yr",Auto,"$71,425","$62,151","$46,229","$83,872","2,995 cc",250.0 kW (335 bhp),"1,856 kg",1,SUV,"Features 3.0L V6 Supercharged Engine Producing 335hp, 450nm Of Torque!8 Speed Jaguar Sequential Shift With Paddle Shifters. All Wheel Drive! View specs of the Jaguar F-PACE (2016)","Accessories 22"" Sports Rims, Sliding Panoramic Roof, Meridian Speaker Sound System, Reverse Camera, Electric Memory Seats, Electric Tailgate.",Description 1 Careful Owner Unit! Extremely Well Maintained And In Pristine Condition. 100% Accident Free Unit. Trade In Are Welcome! Flexible Loan Up To 100%! Bank/in House Loan Available To Tailor Your Financial Needs! Feel Free To Contact Our Friendly Sales Advisor For More Details/advise. Head Down To Our Showroom To Test Drive.,CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Honda Odyssey 2.4A (COE till 02/2029),"$71,800","$12,220",12-Mar-2009,2008,"158,000 km (11.2k /yr)","$2,442 /yr",Auto,"$18,757","$33,248","$31,933","$33,248","2,354 cc",132.0 kW (177 bhp),"1,680 kg",More than 6,MPV,"Features 2.4L 4 cylinders inline DOHC i-VTEC, 5 Speed (A), ABS, 2 airbags, 4 x disc brakes, TRC/cruise CTL, auto HID headlight, knockdown rear seats, sunroof. View specs of the Honda Odyssey (2008-2014)","Accessories Driver electric/heated seats, sport rim, Alpine DVD unit/BT/rev cam/sensor, fog lights, auto folding mirrors, 3rd row auto folding seats, rear aircon.","Description One of the most popular 7 seater MPVs. Pristine condition! No repairs needed! Lowest interest rate in the market with 2.48%, warranty provided with assurance! In house and bank loan available! $0 driveaway available! 100% no hidden cost! Guarantee buy back with market price! Drive with excellence with 5 star reviews! Contact our sales consultant now! Act fast before it's gone!","CategoryCOE Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Honda Civic 1.6A VTi (COE till 09/2030),"$74,888","$10,040",04-Nov-2010,2009,N.A.,$962 /yr,Auto,"$24,723","$22,950","$33,140","$22,950","1,595 cc",92.0 kW (123 bhp),"1,220 kg",5,Mid-Sized Sedan,Features View specs of the Honda Civic (2006-2012),Accessories 1 Year Warranty. No Need Worry. $2000 Extra For Your Old Car Any Year Any Model.,"Description Pay First Instalment, Full Loan Available.",CategoryCOE Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Volkswagen Golf 1.4A TSI,"$59,800","$17,370",06-Jun-2016,2015,"117,000 km (17k /yr)",$624 /yr,Auto,"$21,920","$20,436","$47,889","$10,611","1,395 cc",92.0 kW (123 bhp),"1,249 kg",3,Hatchback,Features View specs of the Volkswagen Golf,NA,"Description Original ride without any modification, good for you as a new owner to minimise risks. Premium high-Class Alcantara seats, 1.4L 123bhp turbocharged TSI engine with 200nm torque, 7 speed DSG gearbox. Replaced clutch, battery, tyres etc. New owner would have a peace of mind.","CategoryPARF Car, Direct Owner Sale",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Suzuki Every Turbo,"$62,800","$7,870",09-Apr-2021,2021,"31,000 km (15.3k /yr)",N.A.,Auto,"$18,701","$16,645","$23,432",$833,658 cc,1,900 kg,1,Van,Features View specs of the Suzuki Every Petrol (2015),"Accessories Front Recording Camera, Reverse Sensors, Manufacturer Rear Seat",Description Genunuie low mileage with servicing proof. 1 owner. All stock condition. As good as new. Flexible loan. Full cash no problem. Contact our sales consultant to arrange for viewing.,CategoryPremium Ad Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
BMW 1 Series 116i Luxury,"$136,800","$14,140",19-Aug-2021,2021,"7,900 km (4.8k /yr)",$684 /yr,Auto,"$67,236","$32,653","$46,689","$37,715","1,499 cc",80.0 kW (107 bhp),"1,340 kg",1,Hatchback,"Features 1.5l subcompact executive hatchback, 7 speed DCT, 107bhp/190nm, keyless entry and start/stop, auto LED headlight, rain sensor, BMW safety features. View specs of the BMW 1 Series Hatchback (2019)","Accessories Original17"" sport rims, iDrive 7.0 with 10.25"" display, reverse camera with park assist, front/rear recording camera, Apple CarPlay/andriod auto.","Description Well maintained by 1 owner, fully serviced by agent with 5 years warranty and service package till August 2026, power tailgate, 100% accident free, Nano polishing just done, bank loan interest rate from 2.78%, this is not a consignment car. Please kindly WhatsApp or call to fix an viewing appointment.","CategoryPARF Car, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Hyundai Tucson 2.0A GLS,"$74,800","$15,320",27-Jul-2017,2017,"93,000 km (16.2k /yr)","$1,212 /yr",Auto,"$34,294","$18,565","$49,802","$18,565","1,999 cc",114.0 kW (152 bhp),"1,540 kg",1,SUV,"Features 4 cylinder inline 16 valve DOHC engine, 6 speeds auto transmission, power 152bhp, 62l fuel tank capacity, rims size 18 inch Michelin tyre. View specs of the Hyundai Tucson (2015-2018)",Accessories Digital rear view mirror with reverse camera! Touch screen system with Bluetooth! Driver's electric seat! Rear aircon! Keyless entry/engine start!,Description Lowest depreciation with brand new road tax till July 2023! Upgraded digital rear view mirror with reverse camera! Full agent Komoco service records with complimentary servicing from Komoco paid by previous retired gentlemen owner who upgraded to BMW x5! Condo parked with full sheltered facility! Zero repair needed with no accident history! Call now to book hassle free peaceful test drive!,"CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Fiat Fiorino Cargo 1.3MTA Multijet Glaze,"$45,800","$7,780",05-Mar-2019,2017,"44,700 km (10.8k /yr)",N.A.,Manual,"$15,839","$23,974","$26,914","$1,199","1,248 cc",1,"1,240 kg",1,Van,Features 1.3L diesel engine. 5 speed automatic with manual shift. Eco mode. City steering. View specs of the Fiat Fiorino,Accessories Sport rims. Full carpet cargo area. Android player with Bluetooth and Android reverse camera. Traction control. ABS.,Description 1 owner. Low mileage. Ex owner personal usage only. Superbly clean and well kept showroom condition interior. Never use for cargo before. Easy automatic driving with manual shift if you need a more spirited drive. Sporty full black out exterior. Ideal reliable and Low running cost diesel van. Private buyer welcome. 1 year warranty and free servicing package provided. 90% loan available.,CategoryPremium Ad Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
